id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2122884	10.2307/2122884	Britain's Productivity Gap in the 1930s: Some Neglected Factors	S. N. Broadberry, N. F. R. Crafts	The Journal of Economic History	52	3	1992-09-01T00:00:00Z	pp. 531-558	Cambridge University Press, Economic History Association	fla		This article proposes a reinterpretation of the failure of interwar British productivity levels to match those of the United States. We argue that key elements in poor British productivity performance included inadequate human capital, a bargaining environment that allowed workers to maintain restrictive practices, and collusive agreements that limited the exit of inefficient firms. We suggest that weaknesses in the structure of British firms pointed out by Chandler and his followers have been overemphasized and that more attention should be given to the role of the market environment in determining the conduct of business.	
10.2307/2566257	10.2307/2566257	Manufacturing Strategies in the Eighteenth Century: Subcontracting for Growth among Papermakers in the Auvergne	Pierre Claude Reynard	The Journal of Economic History	58	1	1998-03-01T00:00:00Z	pp. 155-182	Cambridge University Press, Economic History Association	fla		From the sixteenth century to the end of the eighteenth century, the papermakers of Ambert (Auvergne, France) remained the leading producers of quality printing paper in Europe. During the second half of the eighteenth century, they expanded greatly their production in response to a dynamic market. This success was achieved not through the adoption of new methods or the expansion of enterprises but through subcontracting practices. This article explores the conditions that fostered such strategies. It confirms the multiplicity of options available to early modern manufacturers but suggests that the socioeconomic characteristics of each community of producers conditioned their choices.	
10.2307/3874912	10.2307/3874912	Capitalism and Freedom: Manumissions and the Slave Market in Louisiana, 1725-1820	Shawn Cole	The Journal of Economic History	65	4	2005-12-01T00:00:00Z	pp. 1008-1027	Cambridge University Press, Economic History Association	fla		I use a rich new dataset of Louisiana slave records to answer long-standing questions about manumission. I examine who was manumitted, by whom, and whether manumittees paid prices above market for their freedom, shedding some light on the debate of the efficiency of slavery. Legal changes after the Louisiana Purchase allow us to conclude that manumission laws were quite important in determining the terms at which manumission agreements were struck: when slaves lost the right to sue for self-purchase at market price, there was a precipitous drop in the number of manumissions, while prices paid increased.	
10.2307/2566496	10.2307/2566496	Labourers at the Oakes: Changes in the Demand for Female Day-Laborers at a Farm Near Sheffield during the Agricultural Revolution	Joyce Burnette	The Journal of Economic History	59	1	1999-03-01T00:00:00Z	pp. 41-67	Cambridge University Press, Economic History Association	fla		The wage book of a Derbyshire farm, which includes payments to laborers for 1772 to 1775 and 1831 to 1845, allows me to examine the employment patterns of male and female day-laborers at this farm before and after important innovations in agriculture. I find a fall in relative female employment which appears to be due to a fall in demand. Male employment shifted to the spring, but female employment maintained the same seasonal pattern. These seasonal and sexual shifts in the demand for labor probably resulted from the changes in animal husbandry that followed enclosure.	
10.2307/2566497	10.2307/2566497	Property Rights and Transaction Costs in Marriage: Evidence from Prenuptial Contracts	Gillian Hamilton	The Journal of Economic History	59	1	1999-03-01T00:00:00Z	pp. 68-103	Cambridge University Press, Economic History Association	fla		I examine prenuptial contracting behavior in early-nineteenth-century Quebec to explore property rights within families and the efficacy of marital property laws. Drawing on a transaction cost framework, I examine the decision to sign a contract and couples' property rights choices. I find, for example, that couples signing contracts tended to choose joint ownership of property when wives were particularly important to the household. These findings illustrate the potential effects of legal institutions on individuals' behavior (such as the importance of family labor, human capital acquisition, and even mating decisions) and the value of a flexible legal environment.	
10.2307/3132439	10.2307/3132439	Voice and Growth: Was Churchill Right?	Peter H. Lindert	The Journal of Economic History	63	2	2003-06-01T00:00:00Z	pp. 315-350	Cambridge University Press, Economic History Association	fla		The debate over whether political democracy is the least bad regime, as Churchill said, remains unresolved because history has been misread, and because statistical studies have chosen the wrong tests. This address reinterprets five key experiences to show how the institutional channels linking voice and growth are evolving with the economy. Until the early nineteenth century, the key institutional link was property-rights and contract enforcement. Since then, the human-investment channel has assumed an ever-greater role. Elite rule damages growth by underinvesting in egalitarian human capital, especially primary schooling, relative to historical norms for successful economies.	
10.2307/2698036	10.2307/2698036	Discussion of Hacker, Ward, and White	Christina D. Romer	The Journal of Economic History	61	2	2001-06-01T00:00:00Z	pp. 507-512	Cambridge University Press, Economic History Association	fla			
10.2307/2566853	10.2307/2566853	Interest Rate Uncertainty and the Founding of the Federal Reserve	Tony Caporale, Barbara McKiernan	The Journal of Economic History	58	4	1998-12-01T00:00:00Z	pp. 1110-1117	Cambridge University Press, Economic History Association	fla		This article examines the impact of what is undoubtedly the most important monetary regime change in U.S. history: the founding of the Federal Reserve System. We find, using a (G)ARCH model, a significant reduction in interest rate uncertainty following the founding of the Fed. Additionally, we show that the passage of the Aldrich-Vreeland Act in 1908, another significant change in policy, also led to a reduction in interest rate uncertainty. These results are robust to alternative interest rate models, as well as to incorporating the impact of other events important to financial markets in our sample.	
10.2307/4501107	10.2307/4501107	Migration and Human Capital: Self-Selection of Indentured Servants to the Americas	Ran Abramitzky, Fabio Braggion	The Journal of Economic History	66	4	2006-12-01T00:00:00Z	pp. 882-905	Cambridge University Press, Economic History Association	fla		When contracting, European merchants could at least partially observe characteristics such as the health, physical strength, and education of indentured servants. These characteristics, unobservable to us, were likely to influence servitude duration, which is observable to us. We employ a switching regression model to analyze 2,066 servitude contracts from the seventeenth and eighteenth centuries. Servants were positively selected to American mainland colonies in terms of their unobservable human capital and negatively selected to the West Indies. Thus, the relative quality of migrants' human capital may have played a role in the subsequent relative economic performance of these regions.	
10.2307/2951048	10.2307/2951048	Agricultural Chutes and Ladders: New Estimates of Sharecroppers and "True Tenants" in the South, 1900-1920	Lee J. Alston, Kyle D. Kauffman	The Journal of Economic History	57	2	1997-06-01T00:00:00Z	pp. 464-475	Cambridge University Press, Economic History Association	fla			
10.2307/2951193	10.2307/2951193	Without Coal in the Age of Steam: A Factor-Endowment Explanation of the Italian Industrial Lag Before World War I	Carlo Bardini	The Journal of Economic History	57	3	1997-09-01T00:00:00Z	pp. 633-653	Cambridge University Press, Economic History Association	fla		The performance of the Italian economy just before World War I was relatively poor as a result of a backward productive structure. Among other reasons, this may have been caused by the lack of domestic coal reserves, especially given the features of nineteenth-century technology. However, many economic historians resist this argument since coal could be either imported or substituted. Although both solutions were attempted in Italy, this article demonstrates that neither solved the Italian energy problem. In particular, the contribution made by electricity was much less effective than many contemporaries and historians have suggested.	
10.2307/2123180	10.2307/2123180	Free Trade and Protection in Nineteenth-Century Britain and France Revisited: A Comment on Nye	Douglas A. Irwin	The Journal of Economic History	53	1	1993-03-01T00:00:00Z	pp. 146-152	Cambridge University Press, Economic History Association	fla			
10.2307/3874782	10.2307/3874782	Wartime Socialization of Investment: A Reassessment of U.S. Capital Formation in the 1940s	Robert Higgs	The Journal of Economic History	64	2	2004-06-01T00:00:00Z	pp. 500-520	Cambridge University Press, Economic History Association	fla		During World War II, the U.S. government displaced private investors. According to NIPA data for the period 1942-1945, net private investment was negative $6.2 billion, and net government investment was positive $99.4 billion. Although economists have credited this government investment with various contributions to wartime and postwar economic growth, the bulk of it had little or no value beyond its immediate contribution to winning the war. This episode dramatically exposes a fundamental but false assumption that underlies official data on capital formation: that all expenditures for durable producer goods or munitions form genuine capital.	
10.2307/2566384	10.2307/2566384	Proletarianisation, Parliamentary Enclosure and the Household Economy of the Labouring Poor: 1750-1850	Leigh Shaw-Taylor	The Journal of Economic History	60	2	2000-06-01T00:00:00Z	pp. 508-511	Cambridge University Press, Economic History Association	fla			
10.2307/2123114	10.2307/2123114	Educational Choice in the Era Before Free Public Schooling: Evidence from German Immigrant Children in Pennsylvania, 1771-1817	Farley Grubb	The Journal of Economic History	52	2	1992-06-01T00:00:00Z	pp. 363-375	Cambridge University Press, Economic History Association	fla		Education clauses in 3,478 immigrant servant contracts are used to measure the incidence of schooling versus informal instruction by location, age, and sex. The proportion of servants receiving education was high, over 20 percent being taught outside of schools. Education expanded between 1770 and 1800 through a net increase in schooling rather than because of a substitution of schooling for informal instruction. In the 1770s formal schooling in rural areas lagged behind that in urban, but achieved parity by 1800. Little difference in education was found based on gender.	
10.2307/2951053	10.2307/2951053	Exchange Rate Regime Choice and Economic Performance in the Interwar Years	David Cowen	The Journal of Economic History	57	2	1997-06-01T00:00:00Z	pp. 491-493	Cambridge University Press, Economic History Association	fla			
10.2307/2566385	10.2307/2566385	Grain Trade and Storage in Late Imperial China	Carol Hua Shiue	The Journal of Economic History	60	2	2000-06-01T00:00:00Z	pp. 511-515	Cambridge University Press, Economic History Association	fla			
10.2307/2123347	10.2307/2123347	A Peculiar Sample: The Selection of Slaves for the New Orleans Market	Jonathan B. Pritchett, Herman Freudenberger	The Journal of Economic History	52	1	1992-03-01T00:00:00Z	pp. 109-127	Cambridge University Press, Economic History Association	fla		Domestic slave traders selected taller slaves for shipment to the New Orleans market in order to increase their profits. Because traded slaves made up a large share of the slaves shipped coastwise, age/height profiles constructed from the shipping manifests are biased upwards. The extent of the bias appears to be small for adult slaves but not for children; those listed on the manifests were taller than the general population of a comparable age.	
10.2307/3875044	10.2307/3875044	Corn Market Integration in Porfirian Mexico	Rafael Dobado, Gustavo A. Marrero	The Journal of Economic History	65	1	2005-03-01T00:00:00Z	pp. 103-128	Cambridge University Press, Economic History Association	fla		This article aims to cover an important aspect of the economic history of Porfirian Mexico: the integration of agricultural domestic markets. Because corn was the staple crop of the commercial agricultural sector, it becomes the protagonist of this story. Panel techniques are applied to a price-convergence model. Although still unfinished on the eve of the Mexican Revolution, corn market integration substantially accelerated during the Porfiriato and ended up further integrated than estimated by Kuntz. Railroads were not only indispensable to the economic growth of Mexico, but also played a key role in the process of corn market integration.	
10.2307/40836702	10.2307/40836702	Essays on Race and the Persistence of Economic Inequality	Melinda Miller	The Journal of Economic History	70	2	2010-06-01T00:00:00Z	pp. 468-472	Cambridge University Press, Economic History Association	fla			
10.2307/4501133	10.2307/4501133	Globalization, Immigration, and Lewisian Elastic Labor in Pre-World War II Southeast Asia	Gregg Huff, Giovanni Caggiano	The Journal of Economic History	67	1	2007-03-01T00:00:00Z	pp. 33-68	Cambridge University Press, Economic History Association	fla		Between 1880 and 1939 Burma, Malaya, and Thailand received inflows of migrants from India and China comparable in size to European immigration in the New World. This article examines the forces that lay behind migration to Southeast Asia and asks if experience there bears out Lewis's unlimited labor supply hypothesis. We find that it does and, furthermore, that immigration created a highly integrated labor market stretching from South India to Southeastern China. Emigration from India and China and elastic labor supply are identified as important components of Asian globalization before the Second World War.	
10.2307/2566382	10.2307/2566382	Dealing with Deindustrialization: Economics, Politics, and Policy during the Decline of the New England Textile Industry, 1920-1960	David Koistinen	The Journal of Economic History	60	2	2000-06-01T00:00:00Z	pp. 501-504	Cambridge University Press, Economic History Association	fla			
10.2307/40056402	10.2307/40056402	The Economic Aftermath of the 1960s Riots in American Cities: Evidence from Property Values	William J. Collins, Robert A. Margo	The Journal of Economic History	67	4	2007-12-01T00:00:00Z	pp. 849-883	Cambridge University Press, Economic History Association	fla		In the 1960s many American cities experienced violent, race-related civil disturbances. This article examines census data from 1950 to 1980 to measure the riots' impact on the value of central-city residential property, and especially on black-owned property. Both OLS and IV estimates indicate that the riots depressed the median value of black-owned property between 1960 and 1970, with little or no rebound in the 1970s. Census tract data for a small number of cities suggest relative losses of population and property value in tracts that were directly affected by riots compared to other tracts in the same cities.	
10.2307/3132363	10.2307/3132363	Why Isn't the Whole of Spain Industrialized? New Economic Geography and Early Industrialization, 1797-1910	Joan R. Rosés	The Journal of Economic History	63	4	2003-12-01T00:00:00Z	pp. 995-1022	Cambridge University Press, Economic History Association	fla		Spain provides an opportunity to study the causes of regional differences in industrial development over the nineteenth century. As transportation costs decreased and barriers to domestic trade were eliminated, Spanish manufacturing became increasingly concentrated in a few regions. This article combines Heckscher-Ohlin and economic-geography frameworks and finds that comparative-advantage and increasing-return effects were economically very significant and practically explained all differences in industrialization levels across regions. The deficits of some regions in terms of industrialization appear to have been largely attributable to their factor endowments and the absence of home-market effects for modern industries.	
10.2307/2123871	10.2307/2123871	Avoiding Holdup: Asset Specificity and Technical Change in the Cuban Sugar Industry, 1899-1929	Alan Dye	The Journal of Economic History	54	3	1994-09-01T00:00:00Z	pp. 628-653	Cambridge University Press, Economic History Association	fla		Asset specificity can have profound influences on the economic structure of a country. An example is post-colonial Cuba. This article demonstrates that the existence of site specificity in assets generated problems of holdup for sugar mill owners in their contractual relations with cane suppliers. Recognition of that incentive structure offers an institutional explanation for the post-1900 concentration of U.S. investment in the eastern provinces. To reduce transaction costs, mill managers avoided investing in the western part of the island where the sugar industry was well established. A consequence was the relative decline of the western region.	
10.2307/2566251	10.2307/2566251	On the Costs of Inward-Looking Development: Price Distortions, Growth, and Divergence in Latin America	Alan M. Taylor	The Journal of Economic History	58	1	1998-03-01T00:00:00Z	pp. 1-28	Cambridge University Press, Economic History Association	fla		From the 1930s to the 1980s, economic policies in Latin America epitomized the inward-looking model of development. The model emerged in the Depression, and was later codified in unorthodox economic theories. Even though economic performance was seen as disappointing by the 1960s, the distortions persisted and worsened into the 1970s and 1980s. This article examines the costs of distortions and explores the structural differences between growth dynamics in Latin America and elsewhere. Distortions had profound effects on many aspects of the growth process, help explain divergent development, and raise important questions about economic growth and the evolution of institutions.	
10.2307/2123001	10.2307/2123001	AT&T's Strategic Response to Competition: Why Not Preempt Entry?	Joan Nix, David Gabel	The Journal of Economic History	53	2	1993-06-01T00:00:00Z	pp. 377-387	Cambridge University Press, Economic History Association	fla		The idea that a monopolist would adopt a pricing strategy to deter entry is found in a wide body of research. We explore why the monopolist in the American telephone industry, AT&T, did not pursue such a strategy when its initial patents expired.	
10.2307/2566253	10.2307/2566253	Higher Tariffs, Lower Revenues? Analyzing the Fiscal Aspects of "The Great Tariff Debate of 1888"	Douglas A. Irwin	The Journal of Economic History	58	1	1998-03-01T00:00:00Z	pp. 59-72	Cambridge University Press, Economic History Association	fla		After the Civil War, Congress maintained high import tariffs to pay off the public debt. By the early 1880s the federal government was running large fiscal surpluses-revenues exceeded expenditures by over 40 percent. The Democrats proposed lower tariffs to reduce customs revenue. The Republicans proposed higher tariffs to reduce imports and customs revenues. This article attempts to determine the revenue effects of the proposed changes. Given the height of the tariff and the price elasticity of U.S. import demand, the actual tariff was below the maximum revenue rate, and therefore a tariff reduction would have reduced customs revenue.	
10.2307/23254939	10.2307/23254939	Agricultural Productivity Across Prussia During the Industrial Revolution: A Thünen Perspective	Michael Kopsidis, Nikolaus Wolf	The Journal of Economic History	72	3	2012-09-01T00:00:00Z	pp. 634-670	Cambridge University Press, Economic History Association	fla		This article explores the pattern of land rents and agricultural productivity across nineteenth-century Prussia to gain new insights on the causes of the "Little Divergence" between European regions. We argue that agriculture reacted to urban and industrial development rather than shaping it. In the spirit of Johann von Thünen and Ernst Engel, we develop a theoretical model to test how access to urban demand affected agricultural development. We show that the effect of urban demand is causal and that it is in line with recent findings on a limited degree of interregional market integration in nineteenth-century Prussia.	
10.2307/3875069	10.2307/3875069	The Transition from Sail to Steam in Immigration to the United States	Raymond L. Cohn	The Journal of Economic History	65	2	2005-06-01T00:00:00Z	pp. 469-495	Cambridge University Press, Economic History Association	fla		The transition from sailing ship to steamship is analyzed for European immigrants arriving at New York City. Based on information taken from the U.S. Passenger Lists, new estimates of the timing and length of the transition are provided. Though the accepted model suggests the changeover from sail to steam could occur in only a few years, it actually took about 15 years in the Europe to New York immigrant trade. The slow transition is found to be due to slow construction of new steamships given uncertainty concerning immigrant volume and new steamship technology.	
10.2307/2566317	10.2307/2566317	Economic Recovery from the Argentine Great Depression: Institutions, Expectations, and the Change of Macroeconomic Regime	Gerardo Della Paolera, Alan M. Taylor	The Journal of Economic History	59	3	1999-09-01T00:00:00Z	pp. 567-599	Cambridge University Press, Economic History Association	fla		Did macroeconomic interventions make any contribution to Argentina's recovery from the Great Depression? Macroeconomic policy deviated from gold-standard orthodoxy after the final suspension of convertibility in 1929. Fiscal policy was conservative. Monetary policy became unorthodox after 1931, when the Caja de Conversión began rediscounting to sterilize gold outflows and avoid deflation. This change predated the creation of the central bank in 1935. A wider literature links the interwar depression in the core to flaws in the gold standard, and active monetary policy to escape from deflation and slump; our work extends this idea to the periphery.	
10.2307/4501184	10.2307/4501184	Convergence or Decline on Europe's Southeastern Periphery? Agriculture, Population, and GNP in Bulgaria, 1892-1945	Martin Ivanov, Adam Tooze	The Journal of Economic History	67	3	2007-09-01T00:00:00Z	pp. 672-704	Cambridge University Press, Economic History Association	fla		The literature currently offers no consistent narrative about economic development on Europe's southeastern periphery prior to 1945. Did per capita GNP in the Balkans converge with the rest of Europe? We present new GNP estimates for Bulgaria for 1892-1911 and link these with a new degree of precision to the data available for the 1920s. Our data reveal stagnation in per capita GNP from 1879 to the 1930s. But within agriculture we find evidence for a new phase of intensification from the 1920s onwards. The preconditions for growth, sometimes attributed to Communism, were in place well before 1945.	
10.2307/2566689	10.2307/2566689	The Efficiency of Britain's "Silly Little Bobtailed" Coal Wagons: A Comment on Van Vleck	Peter Scott	The Journal of Economic History	59	4	1999-12-01T00:00:00Z	pp. 1072-1080	Cambridge University Press, Economic History Association	fla			
10.2307/2698188	10.2307/2698188	Shelter from the Storm: Housing and the Industrial Revolution, 1550-1909	Gregory Clark	The Journal of Economic History	62	2	2002-06-01T00:00:00Z	pp. 489-511	Cambridge University Press, Economic History Association	fla		Housing was a major item of English consumer expenditure. Yet little is known of its average quality or rental cost. I estimate average rents, constant-quality rents, and housing quality from 1550 to 1909. Constant-quality rents rose substantially relative to other costs of living during the Industrial Revolution. This probably explains why, despite rising real wages, housing quality appears to have declined from 1760 to 1860. There were, however, substantial quality gains in the eighteenth century prior to the Industrial Revolution. The implications of these new series for measurement of growth during the Industrial Revolution are briefly explored.	
10.2307/2566800	10.2307/2566800	Clearinghouse Membership and Deposit Contraction during the Panic of 1907	Jon R. Moen, Ellis W. Tallman	The Journal of Economic History	60	1	2000-03-01T00:00:00Z	pp. 145-163	Cambridge University Press, Economic History Association	fla		Was clearinghouse membership a key factor mitigating withdrawals from intermediaries during the Panic of 1907? Analyzing balance-sheet information on institutions in New York and Chicago, we find evidence that clearinghouse members had smaller contractions in demand deposits than did nonmembers. New York City trusts, isolated from the clearinghouse, were subject to heightened perceptions of risk, and suffered large-scale withdrawals because they were outside of the clearinghouse and therefore much less prepared to withstand large-scale depositor runs. We suggest that this aspect of the Panic of 1907 helped to forge support for the creation of a U.S. central bank.	
10.2307/2566557	10.2307/2566557	Why Nations Fail: Managerial Decisions and Performance in Indian Cotton Textiles, 1890-1938	Susan Wolcott, Gregory Clark	The Journal of Economic History	59	2	1999-06-01T00:00:00Z	pp. 397-423	Cambridge University Press, Economic History Association	fla		Between 1890 and 1938 Japan experienced rapid economic growth. India stagnated. This national divergence was reflected in the performance of both countries' leading modern industry, cotton textiles. The parallels between national and industry performance suggest the problems of the Indian textile industry may have been those of India as a whole. Weak management is widely blamed for poor performance in textiles. An analysis of managerial decisions in Bombay shows, however, that on all measurable dimensions Indian managers performed as well as they could. The problem instead was one factor they could not change-the effort levels of Indian workers.	
10.2307/2123769	10.2307/2123769	British Abolition and its Impact on Slave Prices Along the Atlantic Coast of Africa, 1783-1850	Paul E. Lovejoy, David Richardson	The Journal of Economic History	55	1	1995-03-01T00:00:00Z	pp. 98-119	Cambridge University Press, Economic History Association	fla		This article challenges the widely held view that slave prices in Africa fell substantially and permanently after Britain abolished its slave trade in 1807. Examination of slave-price data shows that, when allowance is made for movements in prices of trade goods bartered for slaves, real slave prices fell sharply between 1807 and 1820 but that the fall was confined to West Africa. In West Central Africa prices remained steady before 1820. Thereafter, prices rose strongly in both areas, and between 1830 and 1850 prices were generally close to the levels reached between 1783 and 1807, the height of the Atlantic slave trade.	
10.2307/2951107	10.2307/2951107	Two Views of the British Industrial Revolution	Peter Temin	The Journal of Economic History	57	1	1997-03-01T00:00:00Z	pp. 63-82	Cambridge University Press, Economic History Association	fla		There are two views of the British Industrial Revolution in the literature today. The more traditional description sees the Industrial Revolution as a broad change in the British economy and society. This broad view of the Industrial Revolution has been challenged by Crafts and Harley who see the Industrial Revolution as the result of technical change in only a few industries. This article presents a test of these views using the Ricardian model of international trade with many goods. British trade data are used to implement the test and discriminate between the two views of the Industrial Revolution.	
10.2307/2698033	10.2307/2698033	The Impact of Revolution: Business and Labor in the Mexican Textile Industry, Orizaba, Veracruz, 1900-1930	Aurora Gómez Galvarriato Freer	The Journal of Economic History	61	2	2001-06-01T00:00:00Z	pp. 497-500	Cambridge University Press, Economic History Association	fla			
10.2307/3132404	10.2307/3132404	The Effects of Government Policy on Drug Use Reconsidered	Eric W. van Luijk, Jan C. van Ours	The Journal of Economic History	62	4	2002-12-01T00:00:00Z	pp. 1122-1125	Cambridge University Press, Economic History Association	fla			
10.2307/23018274	10.2307/23018274	War, Moral Hazard, and Ministerial Responsibility: England After the Glorious Revolution	Gary W. Cox	The Journal of Economic History	71	1	2011-03-01T00:00:00Z	pp. 133-161	Cambridge University Press, Economic History Association	fla		I reexamine Douglass North and Barry Weingast's argument regarding credible commitment and sovereign debt in post-revolution England. The central problem that the architects of the revolution settlement had to solve, I argue, was not the king's frequent reneging on financial commitments (a symptom), but the moral hazard that generated the kings' malfeasance (the underlying cause). The central element of the revolution settlement was thus not better holding kings to their commitments, but better holding royal advisors to account for all consequences of the Crown's policies—through what we now call ministerial responsibility.	
10.2307/3874988	10.2307/3874988	On the Efficiency of Markets for Agricultural Products: Rice Prices and Capital Markets in Java, 1823-1853	Jan Luiten van Zanden	The Journal of Economic History	64	4	2004-12-01T00:00:00Z	pp. 1028-1055	Cambridge University Press, Economic History Association	fla		I use rice prices in three cities to analyze the efficiency of the marketing system and the institutional framework of Javanese agriculture, 1823-1853. I show that imperfections in rural capital markets caused the extreme fluctuations in rice prices and that the segmentation of the capital market modifies the McCloskey and Nash interpretation of the relationship between seasonal fluctuations of grain (or rice) prices and interest rates. I argue that these fluctuations proxy peasants' stress. Finally, I hypothesize that institutional and market failures explain the "noneconomic" behavior of Javanese peasants in Boeke's theory of dualistic economic development.	
10.2307/2566628	10.2307/2566628	Long-Term Unemployment and Retirement in Early-Twentieth-Century America	Chulhee Lee	The Journal of Economic History	58	3	1998-09-01T00:00:00Z	pp. 844-856	Cambridge University Press, Economic History Association	fla			
10.2307/3132367	10.2307/3132367	Wage and Industry Effects in U.S. Regional Incomes, 1840 to 1987: A CES Wage Index Method	Stephen C. Cooke	The Journal of Economic History	63	4	2003-12-01T00:00:00Z	pp. 1131-1146	Cambridge University Press, Economic History Association	fla			
