id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/30031151	10.2307/30031151	Divorce: A Woman's Redress?	Lee Chambers-Schiller	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 230-237	The Johns Hopkins University Press	brv	Framing American Divorce: From the Revolutionary Generation to the Victorians|Norma Basch		
10.2307/30030893	10.2307/30030893	"A Separate People": Becoming and Being Choctaw and Cherokee	Peter C. Mancall	Reviews in American History	26	2	1998-06-01T00:00:00Z	pp. 353-358	The Johns Hopkins University Press	brv	Choctaw Genesis, 1500-1700|Patricia Galloway, The Dividing Paths: Cherokees and South Carolinians through the Era of Revolution|Tom Hatley		
10.2307/30030782	10.2307/30030782	Race Cards and Gendered Playing Tables in the New South	Eileen Boris	Reviews in American History	25	2	1997-06-01T00:00:00Z	pp. 264-269	The Johns Hopkins University Press	brv	Gender and Jim Crow: Women and the Politics of White Supremacy in North Carolina, 1896-1920|Glenda Elizabeth Gilmore		
10.2307/30030825	10.2307/30030825	There They Go Again: Change and Continuity in American Liberalism	Leo P. Ribuffo	Reviews in American History	25	3	1997-09-01T00:00:00Z	pp. 504-508	The Johns Hopkins University Press	brv	From Opportunity to Entitlement: The Transformation and Decline of Great Society Liberalism|Gareth Davies		
10.2307/30030758	10.2307/30030758	From Country Lanes to Sunbelt Boosterism: The South since World War II	Dan T. Carter	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 136-139	The Johns Hopkins University Press	brv	The New South, 1945-1980|Numan V. Bartley		
10.2307/2702988	10.2307/2702988	"A Hero! is Dot a Business?" Vaudeville Comedy and American Popular Entertainment	Susan A. Glenn	Reviews in American History	23	4	1995-12-01T00:00:00Z	pp. 650-657	The Johns Hopkins University Press	brv	From the Bowery to Broadway: Lew Fields and the Roots of American Popular Theater|Armond Fields;L. Marc Fields, What Made Pistachio Nuts? Early Sound Comedy and the Vaudeville Aesthetic|Henry Jenkins		
10.2307/2703321	10.2307/2703321	Ah Sin and His Lawyers	Roger Daniels	Reviews in American History	23	3	1995-09-01T00:00:00Z	pp. 472-477	The Johns Hopkins University Press	brv	In Search of Equality: The Chinese Struggle against Discrimination in Nineteenth-Century America|Charles J. McClain		
10.2307/2702711	10.2307/2702711	Left Turn, Right Turn: Legacies of the 1960s	Hugh Davis Graham	Reviews in American History	23	2	1995-06-01T00:00:00Z	pp. 354-359	The Johns Hopkins University Press	brv	The Age of Great Dreams: America in the 1960s|David Farber, America's Right Turn: From Nixon to Bush|William C. Berman		
10.2307/30030661	10.2307/30030661	A Golden Age in Gay Gotham	Clayton R. Koppes	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 304-309	The Johns Hopkins University Press	brv	Gay New York: Gender, Urban Culture, and the Making of the Gay Male World, 1890-1940|George Chauncey		
10.2307/30030802	10.2307/30030802	History's Divining Rod	Robert L. Dorman	Reviews in American History	25	3	1997-09-01T00:00:00Z	pp. 369-374	The Johns Hopkins University Press	brv	All over the Map: Rethinking American Regions|Edward L. Ayers;Patricia Nelson Limerick;Stephen Nissenbaum;Peter S. Onuf		
10.2307/2702885	10.2307/2702885	From Reich to Realm: German Immigrants in a New Land	Jon F. Sensbach	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 210-215	The Johns Hopkins University Press	brv	Palatines, Liberty, and Property: German Lutherans in Colonial British America|A. G. Roeber		
10.2307/30031149	10.2307/30031149	The Whigs, the Wood, and the Trees	John Ashworth	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 215-222	The Johns Hopkins University Press	brv	The Rise of the American Whig Party: Jacksonian Politics and the Onset of the Civil War|Michael F. Holt		
10.2307/2702900	10.2307/2702900	The Midwest's "Interior Mentality"	Daniel Nelson	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 297-299	The Johns Hopkins University Press	brv	Cities of the Heartland: The Rise and Fall of the Industrial Midwest|Jon C. Teaford		
10.2307/30030741	10.2307/30030741	Worldly Men and Pious Women: The Rise of a Double Standard in Colonial Connecticut	Kathleen M. Brown	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 37-43	The Johns Hopkins University Press	brv	Women before the Bar: Gender, Law, and Society in Connecticut, 1639-1789|Cornelia Hughes Dayton		
10.2307/30030838	10.2307/30030838	The Forgotten Revolutionary War in the Middle States	Don Higginbotham	Reviews in American History	25	4	1997-12-01T00:00:00Z	pp. 553-556	The Johns Hopkins University Press	brv	Washington's Partisan War, 1775-1783|Mark V. Kwasny		
10.2307/30031212	10.2307/30031212	Beginning and Ending War: The United States and the Vietnam War	Anne L. Foster	Reviews in American History	28	4	2000-12-01T00:00:00Z	pp. 630-635	The Johns Hopkins University Press	brv	Peace Now! American Society and the Ending of the Vietnam War|Rhodri Jeffreys-Jones;Rhodri Jeffrey-Jones, Choosing War: The Lost Chance for Peace and the Escalation of War in Vietnam|Fredrik Logevall		
10.2307/30031090	10.2307/30031090	The Politics of the Peace Corps	David Burner	Reviews in American History	27	3	1999-09-01T00:00:00Z	pp. 491-496	The Johns Hopkins University Press	brv	All You Need Is Love: The Peace Corps and the Spirit of the 1960s|Elizabeth Cobbs Hoffman, Making Them like Us: Peace Corps Volunteers in the 1960s|Fritz Fischer		
10.2307/30031026	10.2307/30031026	The Fate of Yankee Doodle	Andrew J. O'Shaughnessy	Reviews in American History	29	1	2001-03-01T00:00:00Z	pp. 35-39	The Johns Hopkins University Press	brv	Suffering Soldiers. Revolutionary War Veterans, Moral Sentiment, and Political Culture in the Early Republic|John Resch		
10.2307/30031001	10.2307/30031001	The Duel	Joseph J. Ellis	Reviews in American History	27	1	1999-03-01T00:00:00Z	pp. 41-45	The Johns Hopkins University Press	brv	A Fatal Friendship: Alexander Hamilton and Aaron Burr|Arnold A. Rogow		
10.2307/2703232	10.2307/2703232	Thinking Women/Women Thinking	Mary Kelley	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 33-39	The Johns Hopkins University Press	brv	Margaret Fuller: An American Romantic Life. Volume 1: The Private Years|Charles Capper		
10.2307/30031130	10.2307/30031130	The Iron Cage of Credit	Daniel Wickberg	Reviews in American History	28	1	2000-03-01T00:00:00Z	pp. 79-86	The Johns Hopkins University Press	brv	Financing the American Dream: A Cultural History of Consumer Credit|Lendol Calder		
10.2307/30030896	10.2307/30030896	Slave Resistance	Colin A. Palmer	Reviews in American History	26	2	1998-06-01T00:00:00Z	pp. 371-374	The Johns Hopkins University Press	brv	Shadrach Minkins: From Fugitive Slave to Citizen|Gary Collison, To Awaken My Afflicted Brethren: David Walker and the Problem of Antebellum Slave Resistance|Peter B. Hinks		
10.2307/30030965	10.2307/30030965	Lone Star	Richard White	Reviews in American History	26	4	1998-12-01T00:00:00Z	pp. 766-771	The Johns Hopkins University Press	brv	The White Scourge: Mexicans, Blacks and Poor Whites in Texas Cotton Culture|Neil Foley		
10.2307/2703317	10.2307/2703317	Perfecting the Work of the Founders	Mark Grimsley	Reviews in American History	23	3	1995-09-01T00:00:00Z	pp. 444-449	The Johns Hopkins University Press	brv	"A Government of Our Own": The Making of the Confederacy|William C. Davis, The Confederate Republic: A Revolution Against Politics|George C. Rable		
10.2307/30031161	10.2307/30031161	In the Trenches of the Sexual Revolution	Jeffrey P. Moran	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 298-302	The Johns Hopkins University Press	brv	Sex in the Heartland|Beth Bailey		
10.2307/30030656	10.2307/30030656	Travels into the Land of Litcrit	Harvey Levenstein	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 271-276	The Johns Hopkins University Press	brv	Going Abroad: European Travel in Nineteenth-Century American Culture|William W. Stowe		
10.2307/2702780	10.2307/2702780	Labor's Sorrow? Workers, Bosses, and the Courts in Antebellum America	Peter Karsten	Reviews in American History	21	3	1993-09-01T00:00:00Z	pp. 447-453	The Johns Hopkins University Press	brv	The Invention of Free Labor: The Employment Relation in English and American Law and Culture, 1350-1870|Robert J. Steinfeld, Law, Labor, and Ideology in the Early American Republic|Christopher L. Tomlins		
10.2307/30031138	10.2307/30031138	History and Educational Reform	Barbara S. Lindemann	Reviews in American History	28	1	2000-03-01T00:00:00Z	pp. 142-150	The Johns Hopkins University Press	brv	History and Educational Policy Making|Maris A. Vinovskis, Teaching in America: The Slow Revolution|Gerald Grant;Christine E. Murray		
10.2307/2702897	10.2307/2702897	Not so Exceptional, After All	Roger Daniels	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 283-285	The Johns Hopkins University Press	brv	Crossings: The Great Transatlantic Migrations, 1870-1914|Walter Nugent		
10.2307/2703252	10.2307/2703252	American Religion and Commercial Culture	Beryl Satter	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 159-164	The Johns Hopkins University Press	brv	Selling God: American Religion in the Marketplace of Culture|R. Laurence Moore		
10.2307/30031165	10.2307/30031165	Instead of a Sequel, or How I Lost My Subject	John Higham	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 327-339	The Johns Hopkins University Press	brv	Strangers in the Land: Patterns of American Nativism, 1860-1925|John Higham		
10.2307/2703393	10.2307/2703393	Feral Tendencies	Jeanne Chase	Reviews in American History	21	4	1993-12-01T00:00:00Z	pp. 555-561	The Johns Hopkins University Press	brv	Geographical Inquiry and American Historical Problems|Carville Earle		
10.2307/30030780	10.2307/30030780	Mrs. O'Leary's Cow and the Reconstruction of Class Relations	Jeffrey S. Adler	Reviews in American History	25	2	1997-06-01T00:00:00Z	pp. 253-257	The Johns Hopkins University Press	brv	Smoldering City: Chicagoans and the Great Fire, 1871-1874|Karen Sawislak		
10.2307/30030828	10.2307/30030828	Defining Health Care Reform	Julian E. Zelizer	Reviews in American History	25	3	1997-09-01T00:00:00Z	pp. 520-525	The Johns Hopkins University Press	brv	The Road to Nowhere: The Genesis of President Clinton's Plan for Health Security|Jacob S. Hacker		
10.2307/2703029	10.2307/2703029	What was the Cold War and How did We Win it?	Walter L. Hixson	Reviews in American History	22	3	1994-09-01T00:00:00Z	pp. 507-511	The Johns Hopkins University Press	brv	The Devil We Knew: Americans and the Cold War|H. W. Brands, American Cold War Strategy: Interpreting NSC-68|Ernest R. May		
10.2307/2702864	10.2307/2702864	Dusting off Samuel Chase: Fresh Thoughts on Early National Jurisprudence	R. Kent Newmyer	Reviews in American History	20	4	1992-12-01T00:00:00Z	pp. 486-491	The Johns Hopkins University Press	brv	The Original Misunderstanding: The English, the Americans, and the Dialectic of Federal Jurisprudence.|Stephen B. Presser		
10.2307/2703213	10.2307/2703213	Between a Doctrine and a Hard Place	Victoria A. Saker	Reviews in American History	21	2	1993-06-01T00:00:00Z	pp. 279-284	The Johns Hopkins University Press	brv	Enterprise and American Law, 1836-1937|Herbert Hovenkamp		
10.2307/30030985	10.2307/30030985	Chinese San Francisco, China in America	Erika Lee	Reviews in American History	29	3	2001-09-01T00:00:00Z	pp. 417-423	The Johns Hopkins University Press	brv	Chinese San Francisco, 1850-1943: A Trans-Pacific Community|Yong Chen		
10.2307/2703112	10.2307/2703112	The Spies Within	Paul A. C. Koistinen	Reviews in American History	20	2	1992-06-01T00:00:00Z	pp. 264-269	The Johns Hopkins University Press	brv	Army Surveillance in America, 1775-1980|Joan M. Jensen		
10.2307/30030715	10.2307/30030715	Institutional Solutions?	Peter McCandless	Reviews in American History	24	4	1996-12-01T00:00:00Z	pp. 618-623	The Johns Hopkins University Press	brv	Voice for the Mad: The Life of Dorothea Dix|David L. Gollaher, Feeble-Minded in Our Midst: Institutions for the Mentally Retarded in the South, 1900-1940|Steven Noll		
10.2307/2702983	10.2307/2702983	Lost and Found Department: A Gilded Age President	Robert D. Marcus	Reviews in American History	23	4	1995-12-01T00:00:00Z	pp. 618-622	The Johns Hopkins University Press	brv	Rutherford B. Hayes: Warrior and President|Ari Hoogenboom		
10.2307/30030916	10.2307/30030916	Ahanagran's Loss	Thomas P. Slaughter	Reviews in American History	26	3	1998-09-01T00:00:00Z	pp. 475-481	The Johns Hopkins University Press	brv	Remembering Ahanagran: Storytelling in a Family's Past|Richard White		
10.2307/30030980	10.2307/30030980	The Major	John L. Thomas	Reviews in American History	29	3	2001-09-01T00:00:00Z	pp. 380-387	The Johns Hopkins University Press	brv	A River Running West: The Life of John Wesley Powell|Donald Worster		
10.2307/30030909	10.2307/30030909	The Rise of Big Government: Not as Simple as It Seems	Allan J. Lichtman	Reviews in American History	26	2	1998-06-01T00:00:00Z	pp. 445-451	The Johns Hopkins University Press	brv	The Growth of American Government: Governance from the Cleveland Era to the Present|Ballard C. Campbell		
10.2307/2702819	10.2307/2702819	The Curious Reception of Pragmatism Examined--and Exemplified	John Durham Peters	Reviews in American History	22	4	1994-12-01T00:00:00Z	pp. 679-684	The Johns Hopkins University Press	brv	Pragmatism and Social Theory|Hans Joas		
10.2307/30031054	10.2307/30031054	The Young Lincoln's Struggle for Distinction	William C. Harris	Reviews in American History	27	2	1999-06-01T00:00:00Z	pp. 227-233	The Johns Hopkins University Press	brv	Honor's Voice: The Transformation of Abraham Lincoln|Douglas L. Wilson		
10.2307/30031147	10.2307/30031147	The Anti-Federalists: America's Other Founders	Robert E. Shalhope	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 201-207	The Johns Hopkins University Press	brv	The Other Founders: Anti-Federalism & the Dissenting Tradition in America, 1788-1828|Saul Cornell		
10.2307/2702791	10.2307/2702791	An Eden after the Fall	Cathryn L. Carson	Reviews in American History	21	3	1993-09-01T00:00:00Z	pp. 514-519	The Johns Hopkins University Press	brv	John von Neumann|Norman Macrae, Genius: The Life and Science of Richard Feynman|James Gleick		
10.2307/2703113	10.2307/2703113	The New Adventures of Larry, Moe, and Curly: Oliver North's Private Enterprise	Melvin Small	Reviews in American History	20	2	1992-06-01T00:00:00Z	pp. 270-275	The Johns Hopkins University Press	brv	A Very Thin Line: The Iran-Contra Affairs|Theodore Draper		
10.2307/30030732	10.2307/30030732	George Rawick's "From Sundown to Sunup" and the Dialectic of Marxian Slave Studies	Alex Lichtenstein	Reviews in American History	24	4	1996-12-01T00:00:00Z	pp. 712-725	The Johns Hopkins University Press	brv	The Black Jacobins|C. L. R. James		
10.2307/30030760	10.2307/30030760	The Privatizing of Public Opinion	Lawrence R. Jacobs	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 146-150	The Johns Hopkins University Press	brv	Numbered Voices: How Opinion Polling Has Shaped American Politics|Susan Herbst		
10.2307/30031102	10.2307/30031102	The Rights of Man to Property	Jamie L. Bronstein	Reviews in American History	27	4	1999-12-01T00:00:00Z	pp. 548-553	The Johns Hopkins University Press	brv	Securing the Fruits of Labor: The American Concept of Wealth Distribution, 1765-1900|James Huston		
10.2307/2703234	10.2307/2703234	The Uncertain Landscapes of Nationalism	William H. Goetzmann	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 47-50	The Johns Hopkins University Press	brv	The Empire of the Eye: Landscape Representation and American Cultural Politics, 1825-1875|Angela Miller		
10.2307/2702685	10.2307/2702685	No Bishop, No King, No Millennial Republic	A. G. Roeber	Reviews in American History	23	2	1995-06-01T00:00:00Z	pp. 202-205	The Johns Hopkins University Press	brv	Beyond a Christian Commonwealth: The Protestant Quarrel with the American Republic, 1830-60|Mark Y. Hanley, Religion in a Revolutionary Age|Ronald Hoffman;Peter J. Albert		
10.2307/2703167	10.2307/2703167	Cold Warriors: Wise, Prudent, and Foolish	Lawrence S. Kaplan	Reviews in American History	20	3	1992-09-01T00:00:00Z	pp. 411-415	The Johns Hopkins University Press	brv	A Preponderance of Power: National Security, the Truman Administration, and the Cold War|Melvyn P. Leffler		
10.2307/2702965	10.2307/2702965	The Skeptic	Fred Siegel	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 139-143	The Johns Hopkins University Press	brv	The Rise and Fall of the American Left|John P. Diggins		
10.2307/2703156	10.2307/2703156	Keeping the Life Stream Pure	Donald T. Critchlow	Reviews in American History	20	3	1992-09-01T00:00:00Z	pp. 343-349	The Johns Hopkins University Press	brv	The Surgical Solution: A History of Involuntary Sterilization in the United States|Philip R. Reilly		
10.2307/2702891	10.2307/2702891	Progress is Our Most Important Product: Elihu Thomson and Innovation as a Socially Constructed Process	Hamilton Cravens	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 248-251	The Johns Hopkins University Press	brv	Innovation as a Social Process: Elihu Thomson and the Rise of General Electric, 1870-1900|W. Bernard Carlson		
10.2307/2703412	10.2307/2703412	The Taming of the Jew	Samuel Haber	Reviews in American History	21	4	1993-12-01T00:00:00Z	pp. 677-680	The Johns Hopkins University Press	brv	Jews in the American Academy, 1900-1940: The Dynamics of Intellectual Assimilation|Susanne Klingenstein		
10.2307/30030648	10.2307/30030648	Thomas Paine: Context, Text, and Presentism	Laurence Dickey	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 216-225	The Johns Hopkins University Press	brv	Tom Paine|John Keane		
10.2307/30030898	10.2307/30030898	Culture Wars in the Nineteenth-Century Heartland	James H. Madison	Reviews in American History	26	2	1998-06-01T00:00:00Z	pp. 381-384	The Johns Hopkins University Press	brv	The Minds of the West: Ethnocultural Evolution in the Rural Middle West, 1830-1917|Jon Gjerde		
10.2307/2703236	10.2307/2703236	In the Best Interests of the Parent: Children, Material Culture, and the Law	James Marten	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 58-63	The Johns Hopkins University Press	brv	Children in the House: The Material Culture of Early Childhood, 1600-1900|Karin Calvert, From Father's Property to Children's Rights: The History of Child Custody in the United States|Mary Ann Mason		
10.2307/30030978	10.2307/30030978	Naturally Right	Daniel J. McInerney	Reviews in American History	29	3	2001-09-01T00:00:00Z	pp. 368-376	The Johns Hopkins University Press	brv	A New Birth of Freedom: Abraham Lincoln and the Coming of the Civil War|Harry V. Jaffa		
10.2307/2703010	10.2307/2703010	In the "Age of Mercantilism," the Revolutionaries were not Economic Liberals after all	Joseph A. Ernst	Reviews in American History	22	3	1994-09-01T00:00:00Z	pp. 400-405	The Johns Hopkins University Press	brv	The Privileges of Independence: Neomercantilism and the American Revolution|John E. Crowley		
10.2307/2703229	10.2307/2703229	From Founding Fathers to Old-Boy Networks: The Declension of Perry Miller's Puritans	Mark A. Peterson	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 13-19	The Johns Hopkins University Press	brv	Congregational Communion: Clerical Friendship in the Anglo-American Puritan Community, 1610-1692|Francis J. Bremer, Orthodoxies in Massachusetts: Rereading American Puritanism|Janice Knight		
10.2307/2702945	10.2307/2702945	Liberal Republicans or Republican Liberals? The Political Thought of the Founders Reconsidered	Saul Cornell	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 26-30	The Johns Hopkins University Press	brv	The Foundations of American Citizenship: Liberalism, the Constitution and Civic Virtue|Richard C. Sinopoli		
